"AccessionID","Location"
"EPI_ISL_15502761","Selangor"
"EPI_ISL_15502762","Selangor"
"EPI_ISL_15502763","Selangor"
"EPI_ISL_15502764","Selangor"
"EPI_ISL_15502765","Selangor"
"EPI_ISL_15502766","Selangor"
"EPI_ISL_15502767","Selangor"
"EPI_ISL_15502768","Selangor"
"EPI_ISL_15502769","Selangor"
"EPI_ISL_15502770","Selangor"
"EPI_ISL_15502771","Selangor"
"EPI_ISL_15502772","Selangor"
"EPI_ISL_15502773","Selangor"
"EPI_ISL_15502774","Selangor"
"EPI_ISL_15502775","Selangor"
"EPI_ISL_15502776","Selangor"
"EPI_ISL_15502777","Selangor"
"EPI_ISL_15502778","Selangor"
"EPI_ISL_15502779","Selangor"
"EPI_ISL_15502780","Selangor"
"EPI_ISL_15502781","Selangor"
"EPI_ISL_15502782","Selangor"
"EPI_ISL_15502783","Selangor"
"EPI_ISL_15502784","Selangor"
"EPI_ISL_15502785","Selangor"
"EPI_ISL_15502786","Selangor"
"EPI_ISL_15502787","Selangor"
"EPI_ISL_15502788","Selangor"
"EPI_ISL_15502789","Selangor"
"EPI_ISL_15502790","Selangor"
"EPI_ISL_15502791","Selangor"
"EPI_ISL_15502792","Selangor"
"EPI_ISL_15502793","Selangor"
"EPI_ISL_15502794","Selangor"
"EPI_ISL_15502795","Selangor"
"EPI_ISL_15502796","Selangor"
"EPI_ISL_15502797","Selangor"
"EPI_ISL_15502798","Selangor"
"EPI_ISL_15502799","Selangor"
"EPI_ISL_15502800","Selangor"
"EPI_ISL_15502801","Selangor"
"EPI_ISL_15502802","Selangor"
"EPI_ISL_15502803","Selangor"
"EPI_ISL_15502804","Selangor"
"EPI_ISL_15502805","Selangor"
"EPI_ISL_15502806","Selangor"
"EPI_ISL_15502807","Selangor"
"EPI_ISL_15502808","Selangor"
"EPI_ISL_15502809","Selangor"
"EPI_ISL_15502810","Selangor"
"EPI_ISL_15502811","Selangor"
"EPI_ISL_15502812","Selangor"
"EPI_ISL_15502813","Selangor"
"EPI_ISL_15502814","Selangor"
"EPI_ISL_15502815","Selangor"
"EPI_ISL_15502816","Selangor"
"EPI_ISL_15502817","Selangor"
"EPI_ISL_15502818","Selangor"
"EPI_ISL_15502819","Selangor"
"EPI_ISL_15502820","Selangor"
"EPI_ISL_15502821","Selangor"
"EPI_ISL_15502822","Selangor"
"EPI_ISL_15502823","Selangor"
"EPI_ISL_15502824","Selangor"
"EPI_ISL_15502825","Selangor"
"EPI_ISL_15502826","Selangor"
"EPI_ISL_15502827","Selangor"
"EPI_ISL_15502828","Selangor"
"EPI_ISL_15502829","Selangor"
"EPI_ISL_15502830","Selangor"
"EPI_ISL_15502831","Selangor"
"EPI_ISL_15502832","Selangor"
"EPI_ISL_15502833","Selangor"
"EPI_ISL_15502834","Selangor"
"EPI_ISL_15502835","Selangor"
"EPI_ISL_15502836","Selangor"
"EPI_ISL_15502837","Selangor"
"EPI_ISL_15502838","Selangor"
"EPI_ISL_15502839","Selangor"
"EPI_ISL_15502840","Selangor"
"EPI_ISL_15502841","Selangor"
"EPI_ISL_15502842","Selangor"
"EPI_ISL_15502843","Selangor"
"EPI_ISL_15502844","Selangor"
"EPI_ISL_15502845","Selangor"
"EPI_ISL_15502846","Selangor"
"EPI_ISL_15502847","Selangor"
"EPI_ISL_15502848","Selangor"
"EPI_ISL_15502849","Selangor"
"EPI_ISL_15502850","Selangor"
"EPI_ISL_15502851","Selangor"
"EPI_ISL_15502852","Selangor"
"EPI_ISL_15502853","Selangor"
"EPI_ISL_15502854","Selangor"
"EPI_ISL_15502855","Selangor"
"EPI_ISL_15502856","Selangor"
"EPI_ISL_15502857","Selangor"
"EPI_ISL_15502858","Selangor"
"EPI_ISL_15502859","Selangor"
"EPI_ISL_15502860","Selangor"
"EPI_ISL_15502861","Selangor"
"EPI_ISL_15502862","Selangor"
"EPI_ISL_15502863","Selangor"
"EPI_ISL_15502969","Selangor"
"EPI_ISL_15502970","Selangor"
"EPI_ISL_15502971","Selangor"
"EPI_ISL_15502972","Selangor"
"EPI_ISL_15502973","Selangor"
"EPI_ISL_15502974","Selangor"
"EPI_ISL_15502975","Selangor"
"EPI_ISL_15502976","Selangor"
"EPI_ISL_15502977","Selangor"
"EPI_ISL_15502978","Selangor"
"EPI_ISL_15502979","Selangor"
"EPI_ISL_15502980","Selangor"
"EPI_ISL_15502981","Selangor"
"EPI_ISL_15502982","Selangor"
"EPI_ISL_15502983","Selangor"
"EPI_ISL_15502984","Selangor"
"EPI_ISL_15502985","Selangor"
"EPI_ISL_15502986","Selangor"
"EPI_ISL_15502987","Selangor"
"EPI_ISL_15502988","Selangor"
"EPI_ISL_15502989","Selangor"
"EPI_ISL_15502990","Selangor"
"EPI_ISL_15502991","Selangor"
"EPI_ISL_15502992","Selangor"
"EPI_ISL_15502993","Selangor"
"EPI_ISL_15502994","Selangor"
"EPI_ISL_15502995","Selangor"
"EPI_ISL_15502996","Selangor"
"EPI_ISL_15502997","Selangor"
"EPI_ISL_15502998","Selangor"
"EPI_ISL_15502999","Selangor"
"EPI_ISL_15503000","Selangor"
"EPI_ISL_15503001","Selangor"
"EPI_ISL_15503002","Selangor"
"EPI_ISL_15504645","Sabah"
"EPI_ISL_15504646","Sabah"
"EPI_ISL_15504647","Sabah"
"EPI_ISL_15504648","Sabah"
"EPI_ISL_15504649","Sabah"
"EPI_ISL_15504650","Sabah"
"EPI_ISL_15504651","Sabah"
"EPI_ISL_15504652","Sabah"
"EPI_ISL_15504653","Sabah"
"EPI_ISL_15504654","Sabah"
"EPI_ISL_15504655","Sabah"
"EPI_ISL_15504656","Sabah"
"EPI_ISL_15504657","Sabah"
"EPI_ISL_15504658","Sabah"
"EPI_ISL_15504659","Sabah"
"EPI_ISL_15504660","Sabah"
"EPI_ISL_15504661","Sabah"
"EPI_ISL_15504662","Sabah"
"EPI_ISL_15504663","Sabah"
"EPI_ISL_15504664","Sabah"
"EPI_ISL_15504665","Sabah"
"EPI_ISL_15504666","Sabah"
"EPI_ISL_15504667","Sabah"
"EPI_ISL_15504668","Sabah"
"EPI_ISL_15504669","Sabah"
"EPI_ISL_15504670","Sabah"
"EPI_ISL_15504671","Sabah"
"EPI_ISL_15504672","Sabah"
"EPI_ISL_15504673","Sabah"
"EPI_ISL_15504674","Sabah"
"EPI_ISL_15504675","Sabah"
"EPI_ISL_15512419","Sabah"
"EPI_ISL_15512420","WP Labuan"
"EPI_ISL_15512421","WP Labuan"
"EPI_ISL_15512422","Sabah"
"EPI_ISL_15512423","Sabah"
"EPI_ISL_15512424","Sabah"
"EPI_ISL_15512425","Sabah"
"EPI_ISL_15512426","Sabah"
"EPI_ISL_15512427","Sabah"
"EPI_ISL_15512428","Sabah"
"EPI_ISL_15512429","Sabah"
"EPI_ISL_15512430","Sabah"
"EPI_ISL_15512431","Sabah"
"EPI_ISL_15512432","Sabah"
"EPI_ISL_15512433","Sabah"
"EPI_ISL_15512434","Sabah"
"EPI_ISL_15512435","Sabah"
"EPI_ISL_15512436","Sabah"
"EPI_ISL_15512437","Sabah"
"EPI_ISL_15512438","Sabah"
"EPI_ISL_15512439","Sabah"
"EPI_ISL_15512440","Sabah"
"EPI_ISL_15512441","Sabah"
"EPI_ISL_15512442","Sabah"
"EPI_ISL_15512443","Sabah"
"EPI_ISL_15512444","WP Labuan"
"EPI_ISL_15512445","Sabah"
"EPI_ISL_15512446","Sabah"
"EPI_ISL_15512447","Sabah"
"EPI_ISL_15512448","Sabah"
"EPI_ISL_15512449","Sabah"
"EPI_ISL_15512450","Sabah"
"EPI_ISL_15512451","Sabah"
"EPI_ISL_15512452","Sabah"
"EPI_ISL_15512453","Sabah"
"EPI_ISL_15512454","Sabah"
"EPI_ISL_15512455","Sabah"
"EPI_ISL_15512456","Sabah"
"EPI_ISL_15512457","Sabah"
"EPI_ISL_15512458","Sabah"
"EPI_ISL_15512459","Sabah"
"EPI_ISL_15512460","Sabah"
"EPI_ISL_15512461","Sabah"
"EPI_ISL_15512733","Sarawak"
"EPI_ISL_15512734","Sarawak"
"EPI_ISL_15512735","Sarawak"
"EPI_ISL_15512736","Sarawak"
"EPI_ISL_15512737","Sarawak"
"EPI_ISL_15512738","Sarawak"
"EPI_ISL_15512739","Sarawak"
"EPI_ISL_15512740","Sarawak"
"EPI_ISL_15512741","Sarawak"
"EPI_ISL_15512742","Sarawak"
"EPI_ISL_15512743","Sarawak"
"EPI_ISL_15512744","Sarawak"
"EPI_ISL_15512745","Sarawak"
"EPI_ISL_15512746","Sarawak"
"EPI_ISL_15512747","Sarawak"
"EPI_ISL_15512748","Sarawak"
"EPI_ISL_15512749","Sarawak"
"EPI_ISL_15512750","Sarawak"
"EPI_ISL_15512751","Sarawak"
"EPI_ISL_15512752","Sarawak"
"EPI_ISL_15512753","Sarawak"
"EPI_ISL_15512754","Sarawak"
"EPI_ISL_15512755","Sarawak"
"EPI_ISL_15512756","Sarawak"
"EPI_ISL_15512757","Sarawak"
"EPI_ISL_15512758","Sarawak"
"EPI_ISL_15512759","Sarawak"
"EPI_ISL_15512760","Sarawak"
"EPI_ISL_15512761","Sarawak"
"EPI_ISL_15512762","Sarawak"
"EPI_ISL_15512763","Sarawak"
"EPI_ISL_15512764","Sarawak"
"EPI_ISL_15512765","Sarawak"
"EPI_ISL_15512766","Sarawak"
"EPI_ISL_15512767","Sarawak"
"EPI_ISL_15512768","Sarawak"
"EPI_ISL_15512769","Sarawak"
"EPI_ISL_15512770","Sarawak"
"EPI_ISL_15512771","Sarawak"
"EPI_ISL_15512772","Sarawak"
"EPI_ISL_15512773","Sarawak"
"EPI_ISL_15512774","Sarawak"
"EPI_ISL_15512775","Sarawak"
"EPI_ISL_15512776","Sarawak"
"EPI_ISL_15512777","Sarawak"
"EPI_ISL_15512778","Sarawak"
"EPI_ISL_15512779","Sarawak"
"EPI_ISL_15512780","Sarawak"
"EPI_ISL_15512781","Sarawak"
"EPI_ISL_15512782","Sarawak"
"EPI_ISL_15512783","Sarawak"
"EPI_ISL_15512784","Sarawak"
"EPI_ISL_15512785","Sarawak"
"EPI_ISL_15512786","Sarawak"
"EPI_ISL_15512787","Sarawak"
"EPI_ISL_15512788","Sarawak"
"EPI_ISL_15512789","Sarawak"
"EPI_ISL_15512790","Sarawak"
"EPI_ISL_15512791","Sarawak"
"EPI_ISL_15512792","Sarawak"
"EPI_ISL_15512793","Sarawak"
"EPI_ISL_15512794","Sarawak"
"EPI_ISL_15512795","Sarawak"
"EPI_ISL_15512796","Sarawak"
"EPI_ISL_15512797","Sarawak"
"EPI_ISL_15512798","Sarawak"
"EPI_ISL_15512799","Sarawak"
"EPI_ISL_15512800","Sarawak"
"EPI_ISL_15512801","Sarawak"
"EPI_ISL_15512802","Sarawak"
"EPI_ISL_15512803","Sarawak"
"EPI_ISL_15512804","Sarawak"
"EPI_ISL_15512805","Sarawak"
"EPI_ISL_15512806","Sarawak"
"EPI_ISL_15512807","Sarawak"
"EPI_ISL_15512808","Sarawak"
"EPI_ISL_15512809","Sarawak"
"EPI_ISL_15512810","Sarawak"
"EPI_ISL_15512811","Sarawak"
"EPI_ISL_15512812","Sarawak"
"EPI_ISL_15512813","Sarawak"
"EPI_ISL_15512814","Sarawak"
"EPI_ISL_15512815","Sarawak"
"EPI_ISL_15512816","Sarawak"
"EPI_ISL_15512817","Sarawak"
"EPI_ISL_15512818","Sarawak"
"EPI_ISL_15512819","Sarawak"
"EPI_ISL_15512820","Sarawak"
"EPI_ISL_15512821","Sarawak"
"EPI_ISL_15512822","Sarawak"
"EPI_ISL_15512823","Sarawak"
"EPI_ISL_15512824","Sarawak"
"EPI_ISL_15512825","Sarawak"
"EPI_ISL_15512826","Sarawak"
"EPI_ISL_15512827","Sarawak"
"EPI_ISL_15512828","Sarawak"
"EPI_ISL_15512829","Sarawak"
"EPI_ISL_15512830","Sarawak"
"EPI_ISL_15512831","Sarawak"
"EPI_ISL_15512832","Sarawak"
"EPI_ISL_15512833","Sarawak"
"EPI_ISL_15512834","Sarawak"
"EPI_ISL_15512835","Sarawak"
"EPI_ISL_15512836","Sarawak"
"EPI_ISL_15512837","Sarawak"
"EPI_ISL_15512838","Sarawak"
"EPI_ISL_15512839","Sarawak"
"EPI_ISL_15512840","Sarawak"
"EPI_ISL_15512841","Sarawak"
"EPI_ISL_15512842","Sarawak"
"EPI_ISL_15512843","Sarawak"
"EPI_ISL_15512844","Sarawak"
"EPI_ISL_15512845","Sarawak"
"EPI_ISL_15512846","Sarawak"
"EPI_ISL_15512847","Sarawak"
"EPI_ISL_15512848","Sarawak"
"EPI_ISL_15512849","Sarawak"
"EPI_ISL_15512850","Sarawak"
"EPI_ISL_15512851","Sarawak"
"EPI_ISL_15512852","Sarawak"
"EPI_ISL_15512853","Sarawak"
"EPI_ISL_15512854","Sarawak"
"EPI_ISL_15512855","Sarawak"
"EPI_ISL_15512856","Sarawak"
"EPI_ISL_15512857","Sarawak"
"EPI_ISL_15512858","Sarawak"
"EPI_ISL_15512859","Sarawak"
"EPI_ISL_15512860","Sarawak"
"EPI_ISL_15512861","Sarawak"
"EPI_ISL_15512862","Sarawak"
"EPI_ISL_15512863","Sarawak"
"EPI_ISL_15512864","Sarawak"
"EPI_ISL_15512865","Sarawak"
"EPI_ISL_15512866","Sarawak"
"EPI_ISL_15512867","Sarawak"
"EPI_ISL_15512868","Sarawak"
"EPI_ISL_15512869","Sarawak"
"EPI_ISL_15512870","Sarawak"
"EPI_ISL_15512871","Sarawak"
"EPI_ISL_15512872","Sarawak"
"EPI_ISL_15512873","Sarawak"
"EPI_ISL_15512874","Sarawak"
"EPI_ISL_15512875","Sarawak"
"EPI_ISL_15512876","Sarawak"
"EPI_ISL_15512877","Sarawak"
"EPI_ISL_15512878","Sarawak"
"EPI_ISL_15512879","Sarawak"
"EPI_ISL_15512880","Sarawak"
"EPI_ISL_15512881","Sarawak"
"EPI_ISL_15512882","Sarawak"
"EPI_ISL_15512883","Sarawak"
"EPI_ISL_15512884","Sarawak"
"EPI_ISL_15515174","Sabah"
"EPI_ISL_15517022","Selangor"
"EPI_ISL_15517023","Selangor"
"EPI_ISL_15517024","Selangor"
"EPI_ISL_15517025","Selangor"
"EPI_ISL_15517026","Selangor"
"EPI_ISL_15517027","Selangor"
"EPI_ISL_15517028","Selangor"
"EPI_ISL_15517029","Selangor"
"EPI_ISL_15517030","Selangor"
"EPI_ISL_15517031","Selangor"
"EPI_ISL_15517032","Selangor"
"EPI_ISL_15517033","Selangor"
"EPI_ISL_15517034","Selangor"
"EPI_ISL_15517035","Selangor"
"EPI_ISL_15517036","Selangor"
"EPI_ISL_15517037","Selangor"
"EPI_ISL_15517038","Selangor"
"EPI_ISL_15517039","Selangor"
"EPI_ISL_15517040","Selangor"
"EPI_ISL_15517041","Selangor"
"EPI_ISL_15517042","Selangor"
"EPI_ISL_15517043","Selangor"
"EPI_ISL_15517044","Selangor"
"EPI_ISL_15517045","Selangor"
"EPI_ISL_15517046","Selangor"
"EPI_ISL_15517047","Selangor"
"EPI_ISL_15517048","Selangor"
"EPI_ISL_15517049","Selangor"
"EPI_ISL_15517050","Selangor"
"EPI_ISL_15517051","Selangor"
"EPI_ISL_15517052","Selangor"
"EPI_ISL_15517053","Selangor"
"EPI_ISL_15517054","Selangor"
"EPI_ISL_15517055","Selangor"
"EPI_ISL_15517056","Selangor"
"EPI_ISL_15517057","Selangor"
"EPI_ISL_15517058","Selangor"
"EPI_ISL_15517059","Selangor"
"EPI_ISL_15517060","Selangor"
"EPI_ISL_15517061","Selangor"
"EPI_ISL_15517062","Selangor"
"EPI_ISL_15517063","Selangor"
"EPI_ISL_15517064","Selangor"
"EPI_ISL_15517065","Selangor"
"EPI_ISL_15517066","Selangor"
"EPI_ISL_15517067","Selangor"
"EPI_ISL_15517068","Selangor"
"EPI_ISL_15517069","Selangor"
"EPI_ISL_15517070","Selangor"
"EPI_ISL_15517071","Selangor"
"EPI_ISL_15517072","Selangor"
"EPI_ISL_15517073","Selangor"
"EPI_ISL_15517074","Selangor"
"EPI_ISL_15517075","Selangor"
"EPI_ISL_15517076","Selangor"
"EPI_ISL_15517077","Selangor"
"EPI_ISL_15517078","Selangor"
"EPI_ISL_15517079","Selangor"
"EPI_ISL_15517080","Selangor"
"EPI_ISL_15517081","Selangor"
"EPI_ISL_15517082","Selangor"
"EPI_ISL_15517083","Selangor"
"EPI_ISL_15517084","Selangor"
"EPI_ISL_15517085","Selangor"
"EPI_ISL_15517086","Selangor"
"EPI_ISL_15517087","Selangor"
"EPI_ISL_15517088","Selangor"
"EPI_ISL_15517089","Selangor"
"EPI_ISL_15517090","Selangor"
"EPI_ISL_15517091","Selangor"
"EPI_ISL_15517092","Selangor"
"EPI_ISL_15517093","Selangor"
"EPI_ISL_15517094","Selangor"
"EPI_ISL_15517095","Selangor"
"EPI_ISL_15517096","Selangor"
"EPI_ISL_15517097","Selangor"
"EPI_ISL_15517098","Selangor"
"EPI_ISL_15517099","Selangor"
"EPI_ISL_15517100","Selangor"
"EPI_ISL_15517101","Selangor"
"EPI_ISL_15517102","Selangor"
"EPI_ISL_15517103","Selangor"
"EPI_ISL_15517104","Selangor"
"EPI_ISL_15517105","Selangor"
"EPI_ISL_15517106","Selangor"
"EPI_ISL_15517107","Selangor"
"EPI_ISL_15517108","Selangor"
"EPI_ISL_15517109","Selangor"
"EPI_ISL_15517110","Selangor"
"EPI_ISL_15517111","Selangor"
"EPI_ISL_15517112","Selangor"
"EPI_ISL_15517113","Selangor"
"EPI_ISL_15517114","Selangor"
"EPI_ISL_15517115","Selangor"
"EPI_ISL_15517116","Selangor"
"EPI_ISL_15517117","Selangor"
"EPI_ISL_15517118","Selangor"
"EPI_ISL_15517119","Selangor"
"EPI_ISL_15517120","Selangor"
"EPI_ISL_15517121","Selangor"
"EPI_ISL_15517122","Selangor"
"EPI_ISL_15517123","Selangor"
"EPI_ISL_15517124","Selangor"
"EPI_ISL_15517125","Selangor"
"EPI_ISL_15517126","Selangor"
"EPI_ISL_15517127","Selangor"
"EPI_ISL_15517128","Selangor"
"EPI_ISL_15517129","Selangor"
"EPI_ISL_15517130","Selangor"
"EPI_ISL_15517131","Selangor"
"EPI_ISL_15517132","Selangor"
"EPI_ISL_15517133","Selangor"
"EPI_ISL_15517134","Selangor"
"EPI_ISL_15517135","Selangor"
"EPI_ISL_15517136","Selangor"
"EPI_ISL_15517137","Selangor"
"EPI_ISL_15517138","Selangor"
"EPI_ISL_15517139","Selangor"
"EPI_ISL_15517140","Selangor"
"EPI_ISL_15517141","Selangor"
"EPI_ISL_15517142","Selangor"
"EPI_ISL_15517143","Selangor"
"EPI_ISL_15517144","Selangor"
"EPI_ISL_15517145","Selangor"
"EPI_ISL_15517146","Selangor"
"EPI_ISL_15517147","Selangor"
"EPI_ISL_15517148","Selangor"
"EPI_ISL_15517149","Selangor"
"EPI_ISL_15517150","Selangor"
"EPI_ISL_15517151","Selangor"
"EPI_ISL_15517152","Selangor"
"EPI_ISL_15517153","Selangor"
"EPI_ISL_15517154","Selangor"
"EPI_ISL_15517155","Selangor"
"EPI_ISL_15517156","Selangor"
"EPI_ISL_15517157","Selangor"
"EPI_ISL_15517158","Selangor"
"EPI_ISL_15517159","Selangor"
"EPI_ISL_15517160","Selangor"
"EPI_ISL_15517161","Selangor"
"EPI_ISL_15517162","Selangor"
"EPI_ISL_15517163","Selangor"
"EPI_ISL_15517164","Selangor"
"EPI_ISL_15517165","Selangor"
"EPI_ISL_15517166","Selangor"
"EPI_ISL_15517167","Selangor"
"EPI_ISL_15517168","Selangor"
"EPI_ISL_15517169","Selangor"
"EPI_ISL_15517170","Selangor"
"EPI_ISL_15517171","Selangor"
"EPI_ISL_15517172","Selangor"
"EPI_ISL_15517173","Selangor"
"EPI_ISL_15517174","Selangor"
"EPI_ISL_15517175","Selangor"
"EPI_ISL_15517176","Selangor"
"EPI_ISL_15517177","Selangor"
"EPI_ISL_15517178","Selangor"
"EPI_ISL_15517179","Selangor"
"EPI_ISL_15517180","Selangor"
"EPI_ISL_15517181","Selangor"
"EPI_ISL_15517182","Selangor"
"EPI_ISL_15517183","Selangor"
"EPI_ISL_15517184","Selangor"
"EPI_ISL_15517185","Selangor"
"EPI_ISL_15517186","Selangor"
"EPI_ISL_15517187","Selangor"
"EPI_ISL_15517188","Selangor"
"EPI_ISL_15517189","Selangor"
"EPI_ISL_15517190","Selangor"
"EPI_ISL_15517191","Selangor"
"EPI_ISL_15517192","Selangor"
"EPI_ISL_15517193","Selangor"
"EPI_ISL_15517194","Selangor"
"EPI_ISL_15517195","Selangor"
"EPI_ISL_15517196","Selangor"
"EPI_ISL_15517197","Selangor"
"EPI_ISL_15517198","Selangor"
"EPI_ISL_15517199","Selangor"
"EPI_ISL_15517200","Selangor"
"EPI_ISL_15517201","Selangor"
"EPI_ISL_15517202","Selangor"
"EPI_ISL_15517203","Selangor"
"EPI_ISL_15517623","Selangor"
"EPI_ISL_15517624","Selangor"
"EPI_ISL_15517625","Selangor"
"EPI_ISL_15517626","Selangor"
"EPI_ISL_15517627","Selangor"
"EPI_ISL_15517628","Selangor"
"EPI_ISL_15517629","Selangor"
"EPI_ISL_15517630","Selangor"
"EPI_ISL_15517631","Selangor"
"EPI_ISL_15517632","Selangor"
"EPI_ISL_15517633","Selangor"
"EPI_ISL_15517634","Selangor"
"EPI_ISL_15517635","Selangor"
"EPI_ISL_15517636","Selangor"
"EPI_ISL_15517637","Selangor"
"EPI_ISL_15517638","Selangor"
"EPI_ISL_15517639","Selangor"
"EPI_ISL_15517640","Selangor"
"EPI_ISL_15533632","Selangor"
"EPI_ISL_15533633","Selangor"
"EPI_ISL_15533634","Selangor"
"EPI_ISL_15533635","Selangor"
"EPI_ISL_15533636","Selangor"
"EPI_ISL_15533637","Selangor"
"EPI_ISL_15533638","Selangor"
"EPI_ISL_15533639","Selangor"
"EPI_ISL_15533640","Selangor"
"EPI_ISL_15533641","Selangor"
"EPI_ISL_15533642","Selangor"
"EPI_ISL_15533643","Selangor"
"EPI_ISL_15533644","Selangor"
"EPI_ISL_15533645","Selangor"
"EPI_ISL_15533646","Selangor"
"EPI_ISL_15533647","Selangor"
"EPI_ISL_15533648","Selangor"
"EPI_ISL_15533649","Selangor"
"EPI_ISL_15533650","Selangor"
"EPI_ISL_15533651","Selangor"
"EPI_ISL_15533652","Selangor"
"EPI_ISL_15533653","Selangor"
"EPI_ISL_15533654","Selangor"
"EPI_ISL_15533655","Selangor"
"EPI_ISL_15533656","Selangor"
"EPI_ISL_15533657","Selangor"
"EPI_ISL_15533658","Selangor"
"EPI_ISL_15533659","Selangor"
"EPI_ISL_15533660","Selangor"
"EPI_ISL_15533661","Selangor"
"EPI_ISL_15533662","Selangor"
"EPI_ISL_15533663","Selangor"
"EPI_ISL_15533664","Selangor"
"EPI_ISL_15533665","Selangor"
"EPI_ISL_15533666","Selangor"
"EPI_ISL_15533667","Selangor"
"EPI_ISL_15533668","Selangor"
"EPI_ISL_15533669","Selangor"
"EPI_ISL_15533670","Selangor"
"EPI_ISL_15533671","Selangor"
"EPI_ISL_15535791","Pulau Pinang"
"EPI_ISL_15535792","Pulau Pinang"
"EPI_ISL_15535793","Pulau Pinang"
"EPI_ISL_15535794","Pulau Pinang"
"EPI_ISL_15535795","Pulau Pinang"
"EPI_ISL_15535796","Pulau Pinang"
"EPI_ISL_15535797","Pulau Pinang"
"EPI_ISL_15535798","Perak"
"EPI_ISL_15535799","Perak"
"EPI_ISL_15535800","Perak"
"EPI_ISL_15535801","Perak"
"EPI_ISL_15535802","Perak"
"EPI_ISL_15535803","Perak"
"EPI_ISL_15535804","Perak"
"EPI_ISL_15535805","Perak"
"EPI_ISL_15535806","Perak"
"EPI_ISL_15535807","Perak"
"EPI_ISL_15535808","Perak"
"EPI_ISL_15535809","Perak"
"EPI_ISL_15535810","Perak"
"EPI_ISL_15535811","Perak"
"EPI_ISL_15535812","Perak"
"EPI_ISL_15535813","Perak"
"EPI_ISL_15535814","Perak"
"EPI_ISL_15535815","Pulau Pinang"
"EPI_ISL_15535816","Pulau Pinang"
"EPI_ISL_15535817","Pulau Pinang"
"EPI_ISL_15535818","Pulau Pinang"
"EPI_ISL_15535819","Pulau Pinang"
"EPI_ISL_15535820","Pulau Pinang"
"EPI_ISL_15541700","Melaka"
"EPI_ISL_15541701","Melaka"
"EPI_ISL_15541702","Melaka"
"EPI_ISL_15541703","Melaka"
"EPI_ISL_15541704","Melaka"
"EPI_ISL_15541705","Johor"
"EPI_ISL_15541706","Johor"
"EPI_ISL_15541707","Johor"
"EPI_ISL_15541708","Johor"
"EPI_ISL_15541709","Johor"
"EPI_ISL_15541710","Johor"
"EPI_ISL_15541711","Johor"
"EPI_ISL_15541712","Johor"
"EPI_ISL_15541713","Johor"
"EPI_ISL_15541714","Johor"
"EPI_ISL_15541715","Johor"
"EPI_ISL_15541716","Johor"
"EPI_ISL_15541717","Johor"
"EPI_ISL_15541718","Johor"
"EPI_ISL_15541719","Johor"
"EPI_ISL_15541720","Johor"
"EPI_ISL_15541721","Johor"
"EPI_ISL_15541722","Johor"
"EPI_ISL_15541723","Johor"
"EPI_ISL_15541724","Johor"
"EPI_ISL_15541725","Johor"
"EPI_ISL_15541726","Johor"
"EPI_ISL_15541727","Johor"
"EPI_ISL_15541728","Johor"
"EPI_ISL_15541729","Johor"
"EPI_ISL_15541730","Johor"
"EPI_ISL_15541731","Johor"
"EPI_ISL_15541732","Johor"
"EPI_ISL_15541733","Johor"
"EPI_ISL_15541734","Johor"
"EPI_ISL_15541735","Johor"
"EPI_ISL_15541736","Johor"
"EPI_ISL_15541737","Johor"
"EPI_ISL_15541738","Johor"
"EPI_ISL_15541739","Johor"
"EPI_ISL_15541740","Johor"
"EPI_ISL_15541741","Johor"
"EPI_ISL_15541742","Johor"
"EPI_ISL_15541743","Johor"
"EPI_ISL_15573755","Kedah"
"EPI_ISL_15573756","Kedah"
"EPI_ISL_15573757","Kedah"
"EPI_ISL_15573758","Kedah"
"EPI_ISL_15573759","Kedah"
"EPI_ISL_15573760","Kedah"
"EPI_ISL_15573761","Kedah"
"EPI_ISL_15573762","Kedah"
"EPI_ISL_15573763","Kedah"
"EPI_ISL_15573764","Kedah"
"EPI_ISL_15573765","Kedah"
"EPI_ISL_15573766","Kedah"
"EPI_ISL_15573767","Kedah"
"EPI_ISL_15573768","Kedah"
"EPI_ISL_15573769","Kedah"
"EPI_ISL_15573770","Kedah"
"EPI_ISL_15573771","Kedah"
"EPI_ISL_15573772","Kedah"
"EPI_ISL_15573773","Kedah"
"EPI_ISL_15573774","Kedah"
"EPI_ISL_15573775","Kedah"
"EPI_ISL_15573776","Kedah"
"EPI_ISL_15573777","Kedah"
"EPI_ISL_15573778","Kedah"
"EPI_ISL_15573779","Kedah"
"EPI_ISL_15573780","Kedah"
"EPI_ISL_15573781","Kedah"
"EPI_ISL_15577064","Kedah"
"EPI_ISL_15577065","Kedah"
"EPI_ISL_15577066","Kedah"
"EPI_ISL_15577067","Kedah"
"EPI_ISL_15577068","Kedah"
"EPI_ISL_15577069","Kedah"
"EPI_ISL_15577070","Kedah"
"EPI_ISL_15577071","Kedah"
"EPI_ISL_15577072","Kedah"
"EPI_ISL_15577073","Kedah"
"EPI_ISL_15577074","Kedah"
"EPI_ISL_15577075","Kedah"
"EPI_ISL_15577076","Kedah"
"EPI_ISL_15577077","Kedah"
"EPI_ISL_15577078","Kedah"
"EPI_ISL_15577079","Kedah"
"EPI_ISL_15577080","Kedah"
"EPI_ISL_15577081","Kedah"
"EPI_ISL_15577083","Negeri Sembilan"
"EPI_ISL_15577084","Negeri Sembilan"
"EPI_ISL_15577085","Negeri Sembilan"
"EPI_ISL_15577086","Negeri Sembilan"
