VirusName,AccID,OriginLab,SubmittingLab,Authors
hCoV-19/Malaysia/7159/2020,EPI_ISL_2769434,UMMC,UMMC,"Yoong Min CHONG, Sasheela PONNAMPALAVANAR, Sharifah Faridah SYED OMAR, Adeeba KAMARULZAMAN,Vijayan MUNUSAMY, Chee Kuan WONG, Fadhil Hadi JAMALUDDIN, I-Ching SAM, Yoke Fun Chan, University Malaya Medical Centre COVID Team"
hCoV-19/Malaysia/1902/2020,EPI_ISL_2769435,UMMC,UMMC,"Yoong Min CHONG, Sasheela PONNAMPALAVANAR, Sharifah Faridah SYED OMAR, Adeeba KAMARULZAMAN,Vijayan MUNUSAMY, Chee Kuan WONG, Fadhil Hadi JAMALUDDIN, I-Ching SAM, Yoke Fun Chan, University Malaya Medical Centre COVID Team"
hCoV-19/Malaysia/1430/2021,EPI_ISL_2769436,UMMC,UMMC,"Yoong Min CHONG, Sasheela PONNAMPALAVANAR, Sharifah Faridah SYED OMAR, Adeeba KAMARULZAMAN,Vijayan MUNUSAMY, Chee Kuan WONG, Fadhil Hadi JAMALUDDIN, I-Ching SAM, Yoke Fun Chan, University Malaya Medical Centre COVID Team"
hCoV-19/Malaysia/6137/2020,EPI_ISL_2769437,UMMC,UMMC,"Yoong Min CHONG, Sasheela PONNAMPALAVANAR, Sharifah Faridah SYED OMAR, Adeeba KAMARULZAMAN,Vijayan MUNUSAMY, Chee Kuan WONG, Fadhil Hadi JAMALUDDIN, I-Ching SAM, Yoke Fun Chan, University Malaya Medical Centre COVID Team"
hCoV-19/Malaysia/6054/2020,EPI_ISL_2769438,UMMC,UMMC,"Yoong Min CHONG, Sasheela PONNAMPALAVANAR, Sharifah Faridah SYED OMAR, Adeeba KAMARULZAMAN,Vijayan MUNUSAMY, Chee Kuan WONG, Fadhil Hadi JAMALUDDIN, I-Ching SAM, Yoke Fun Chan, University Malaya Medical Centre COVID Team"
hCoV-19/Malaysia/7079/2021,EPI_ISL_2784328,UMMC,UMMC,"Yoong Min CHONG, Sasheela PONNAMPALAVANAR, Sharifah Faridah SYED OMAR, Adeeba KAMARULZAMAN,Vijayan MUNUSAMY, Chee Kuan WONG, Fadhil Hadi JAMALUDDIN, I-Ching SAM, Yoke Fun Chan, University Malaya Medical Centre COVID Team"
hCoV-19/Malaysia/8827/2021,EPI_ISL_2784329,UMMC,UMMC,"Yoong Min CHONG, Sasheela PONNAMPALAVANAR, Sharifah Faridah SYED OMAR, Adeeba KAMARULZAMAN,Vijayan MUNUSAMY, Chee Kuan WONG, Fadhil Hadi JAMALUDDIN, I-Ching SAM, Yoke Fun Chan, University Malaya Medical Centre COVID Team"
hCoV-19/Malaysia/IMR_86285/2021,EPI_ISL_2811865,Pejabat Kesihatan KLIA,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_75203/2021,EPI_ISL_2811866,Pejabat Kesihatan KLIA,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_180646/2021,EPI_ISL_2811867,Pejabat Kesihatan KLIA,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_25737/2021,EPI_ISL_2811868,Pejabat Kesihatan KLIA,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_86009/2021,EPI_ISL_2811869,Pejabat Kesihatan KLIA,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_85793/2021,EPI_ISL_2811870,Pejabat Kesihatan KLIA,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_35137/2021,EPI_ISL_2811871,Pusat Kesihatan Bandar Pasir Mas,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_38039/2021,EPI_ISL_2811872,Hospital Tumpat,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_36249/2021,EPI_ISL_2811873,Pusat Kesihatan Bandar Pasir Mas,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_115176/2021,EPI_ISL_2811874,Klinik Kesihatan Pasir Akar,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_C8645/2021,EPI_ISL_2811875,Hospital Universiti Sains Malaysia,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_NZ85/2021,EPI_ISL_2811876,Hospital Melaka,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_NY732/2021,EPI_ISL_2811877,Hospital Melaka,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_16755/2021,EPI_ISL_2811878,Hospital Sultanah Nora Ismail,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_15893/2021,EPI_ISL_2811879,Hospital Sultanah Nora Ismail,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_15867/2021,EPI_ISL_2811880,Hospital Sultanah Nora Ismail,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_15189/2021,EPI_ISL_2811881,Hospital Sultanah Nora Ismail,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_17129/2021,EPI_ISL_2811882,Hospital Sultanah Nora Ismail,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_15973/2021,EPI_ISL_2811883,Hospital Sultanah Nora Ismail,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_WC207482/2021,EPI_ISL_2811884,IMR,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_25952/2021,EPI_ISL_2811885,Hospital Sultanah Bahiyah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_36051/2021,EPI_ISL_2811886,Hospital Raja Perempuan Zainab II,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_WC278292/2021,EPI_ISL_2811887,IMR,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_065765/2021,EPI_ISL_2811959,Hospital Tengku Ampuan Afzan ,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_065432/2021,EPI_ISL_2811984,Pusat Kesihatan Pekan Tajau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_065549/2021,EPI_ISL_2811998,Pusat Kesihatan Bandar Kuantan,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_07102/2021,EPI_ISL_2812026,Pusat Kesihatan Rembau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_C0053/2021,EPI_ISL_2812027,Pusat Kesihatan Rembau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_BL08929/2021,EPI_ISL_2812028,Pusat Kesihatan Rembau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_025404/2021,EPI_ISL_2812576,Hospital Kemaman,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_428926/2021,EPI_ISL_2812651,Hospital Labuan,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_15042/2021,EPI_ISL_2812654,Hospital Sultanah Bahiyah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_25310/2021,EPI_ISL_2812704,Hospital Sultanah Bahiyah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_065546/2021,EPI_ISL_2812706,Hospital Sultan Haji Ahmad Shah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_125009/2021,EPI_ISL_2812971,Hospital Labuan,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_0115441/2021,EPI_ISL_2812981,Jabatan Kesihatan Negeri Johor,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_017447/2021,EPI_ISL_2814916,Hospital Melaka,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_045057/2021,EPI_ISL_2815327,Hospital Melaka,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_045559/2021,EPI_ISL_2815328,Hospital Melaka,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_020931/2021,EPI_ISL_2815329,MKA Ipoh,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_021068/2021,EPI_ISL_2815330,MKA Ipoh,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_986541/2021,EPI_ISL_2815331,Hospital Kuala Lumpur,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_WC343372/2021,EPI_ISL_2815375,IMR,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_WPM017/2021,EPI_ISL_2815376,Hospital Serdang,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_MKAI9255/2021,EPI_ISL_2815377,MKA Ipoh,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_WPM036/2021,EPI_ISL_2815656,Hospital Sultanah Bahiyah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_WPM044/2021,EPI_ISL_2815971,Hospital Sultanah Bahiyah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_WC353414/2021,EPI_ISL_2819024,IMR,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_WC353473/2021,EPI_ISL_2819571,IMR,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/IMR_WC353492/2021,EPI_ISL_2819919,IMR,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R"
hCoV-19/Malaysia/USM_Monash_JKNK_C9619/2020,EPI_ISL_2827788,HUSM,HUSM,"Chan,Y.Y., Musa,N., Khalid,M.F., Engku Nur Syafirah,E.A.R., Md Zoqratt,M.Z.H., Lim,S.Y., Lau,N.S., Omar,S., Zahiruddin,W.M., Eng,W.W.H., Leela,A., Rahman,S., Ayub,Q., Mat Salleh,N.H., Hussin,Z., Md Zain,M., Muhammad,A.H., Halim,A.S., Deris,Z.Z., Banga Singh,K.K., Harun,A., Lee,Y.Y., Chua,W.L., Azmi,N.L., Chua,W.C., Musa,K.I., Yaacob,N.M., Samsudin,M.N.F., Lee,L.H., Alexander Chong,S.C., Rosline,H."
hCoV-19/Malaysia/USM_Monash_JKNK_C9776/2020,EPI_ISL_2827789,HUSM,HUSM,"Chan,Y.Y., Musa,N., Khalid,M.F., Engku Nur Syafirah,E.A.R., Md Zoqratt,M.Z.H., Lim,S.Y., Lau,N.S., Omar,S., Zahiruddin,W.M., Eng,W.W.H., Leela,A., Rahman,S., Ayub,Q., Mat Salleh,N.H., Hussin,Z., Md Zain,M., Muhammad,A.H., Halim,A.S., Deris,Z.Z., Banga Singh,K.K., Harun,A., Lee,Y.Y., Chua,W.L., Azmi,N.L., Chua,W.C., Musa,K.I., Yaacob,N.M., Samsudin,M.N.F., Lee,L.H., Alexander Chong,S.C., Rosline,H."
hCoV-19/Malaysia/USM_Monash_JKNK_C10023/2020,EPI_ISL_2827790,HUSM,HUSM,"Chan,Y.Y., Musa,N., Khalid,M.F., Engku Nur Syafirah,E.A.R., Md Zoqratt,M.Z.H., Lim,S.Y., Lau,N.S., Omar,S., Zahiruddin,W.M., Eng,W.W.H., Leela,A., Rahman,S., Ayub,Q., Mat Salleh,N.H., Hussin,Z., Md Zain,M., Muhammad,A.H., Halim,A.S., Deris,Z.Z., Banga Singh,K.K., Harun,A., Lee,Y.Y., Chua,W.L., Azmi,N.L., Chua,W.C., Musa,K.I., Yaacob,N.M., Samsudin,M.N.F., Lee,L.H., Alexander Chong,S.C., Rosline,H."
hCoV-19/Malaysia/UMP5371/2021,EPI_ISL_2828708,IIUM Medical Centre,UMP,Hajar Fauzan Bin Ahmad
hCoV-19/Malaysia/IMR_125162/2021,EPI_ISL_2854048,Hospital Labuan,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_45054/2021,EPI_ISL_2854049,Hospital Melaka,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_11333/2021,EPI_ISL_2854050,Hospital Melaka,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_10058/2021,EPI_ISL_2854051,Hospital Melaka,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_85276/2021,EPI_ISL_2854052,Hospital Ampang,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_115330/2021,EPI_ISL_2854053,Hospital Kemaman,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_120072/2021,EPI_ISL_2854068,Hospital Lahat Datu,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_75265/2021,EPI_ISL_2854069,Pusat Kesihatan Bayan Lepas,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_125790/2021,EPI_ISL_2854070,Hospital Tawau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_120425/2021,EPI_ISL_2854103,Hospital Tawau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_3495349/2021,EPI_ISL_2854104,Hospital Tawau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_MOL003820/2021,EPI_ISL_2854105,Hospital Tawau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_105327/2021,EPI_ISL_2854106,Hospital Queen Elizabeth,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_86524/2021,EPI_ISL_2854107,Hospital Sultan Ismail,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_120144/2021,EPI_ISL_2854108,Hospital Tawau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_MOL004760/2021,EPI_ISL_2854109,Hospital Tawau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_125950/2021,EPI_ISL_2854174,Hospital Tawau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_MOL003826/2021,EPI_ISL_2854186,Hospital Tawau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_025229/2021,EPI_ISL_2854187,Pejabat Kesihatan Daerah Kuala Terengganu,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_115548/2021,EPI_ISL_2854188,Pejabat Kesihatan Daerah Marang,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_WI116/2020,EPI_ISL_2896287,IMR,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Thayan R"
hCoV-19/Malaysia/IMR_115041/2021,EPI_ISL_2921260,Jabatan Kesihatan Negeri Terengganu,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_110755/2021,EPI_ISL_2921261,Jabatan Kesihatan Negeri Terengganu,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_145167/2021,EPI_ISL_2921262,Hospital Pantai Kuala Lumpur,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_065220/2021,EPI_ISL_2921263,Jabatan Kesihatan Negeri Pahang,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_233506/2021,EPI_ISL_2921264,Jabatan Kesihatan Negeri Pahang,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_6537/2021,EPI_ISL_2921265,Jabatan Kesihatan Negeri Pahang,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_60500/2021,EPI_ISL_2921266,Jabatan Kesihatan Negeri Pahang,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_80065/2021,EPI_ISL_2921400,MKA Ipoh,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_25172/2021,EPI_ISL_2921611,Hospital Labuan,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_065273/2021,EPI_ISL_2921612,Hospital Sultan Haji Ahmad Shah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_105003/2021,EPI_ISL_2921996,Hospital Melaka,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_106190/2021,EPI_ISL_2921997,Hospital Tengku Ampuan Rahimah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_495798/2021,EPI_ISL_2924057,Hospital Labuan,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_065053/2021,EPI_ISL_2924137,Hospital Sultan Haji Ahmad Shah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_055221/2021,EPI_ISL_2924139,Hospital Sultan Haji Ahmad Shah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_145558/2021,EPI_ISL_2931920,Hospital Pakar Sultanah Fatimah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_656497/2021,EPI_ISL_2931921,Hospital Labuan,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_095021/2021,EPI_ISL_2931922,Hospital Tuanku Fauziah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_016225/2021,EPI_ISL_2931923,Hospital Pakar Sultanah Fatimah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/IMR_035575/2021,EPI_ISL_2931924,Hospital Queen Elizabeth,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R"
hCoV-19/Malaysia/C10018/2020,EPI_ISL_2988859,HUSM,HUSM,"Chan Yean Yean, Nurfadhlina Musa, Muhammad Fazli bin Khalid,Engku Nur Syafirah bt Engku Abd Rahman, Muhammad Zarul Hanifah Bin Md Zoqratt, Lim Shu Yong, Lau Nyok Sean, Syahida binti Omar, Wan Mohd Zahiruddin Wan Mohammad, Wilhelm Eng Wei Han, Aswini Leela, Sadequr Rahman, Qasim Ayub, Noor Hafizan binti Mat Salleh, Zaini bin Hussin, Maizun binti Mohd Zain, Abdul Haris bin Muhammad, Ahmad Sukari Bin Halim, Zakuan Zainy Deris, Kirnpal Kaur Banga Singh, Azian Harun, Lee Yeong Yeh, Chua Wei Lian, Nazmi Liana Binti Azmi, Chua Wei Chuan, Kamarul Imran Musa, Najib Majdi Bin Yaacob, Muhammad Nashrul Farhan Samsudin, Lee Lih Huey, Alexander Chong Shu Chien, Rosline Hassan"
hCoV-19/Malaysia/C7315/2020,EPI_ISL_2988860,HUSM,HUSM,"Chan Yean Yean, Nurfadhlina Musa, Muhammad Fazli bin Khalid,Engku Nur Syafirah bt Engku Abd Rahman, Muhammad Zarul Hanifah Bin Md Zoqratt, Lim Shu Yong, Lau Nyok Sean, Syahida binti Omar, Wan Mohd Zahiruddin Wan Mohammad, Wilhelm Eng Wei Han, Aswini Leela, Sadequr Rahman, Qasim Ayub, Noor Hafizan binti Mat Salleh, Zaini bin Hussin, Maizun binti Mohd Zain, Abdul Haris bin Muhammad, Ahmad Sukari Bin Halim, Zakuan Zainy Deris, Kirnpal Kaur Banga Singh, Azian Harun, Lee Yeong Yeh, Chua Wei Lian, Nazmi Liana Binti Azmi, Chua Wei Chuan, Kamarul Imran Musa, Najib Majdi Bin Yaacob, Muhammad Nashrul Farhan Samsudin, Lee Lih Huey, Alexander Chong Shu Chien, Rosline Hassan"
hCoV-19/Malaysia/C9238/2020,EPI_ISL_2988861,HUSM,HUSM,"Chan Yean Yean, Nurfadhlina Musa, Muhammad Fazli bin Khalid,Engku Nur Syafirah bt Engku Abd Rahman, Muhammad Zarul Hanifah Bin Md Zoqratt, Lim Shu Yong, Lau Nyok Sean, Syahida binti Omar, Wan Mohd Zahiruddin Wan Mohammad, Wilhelm Eng Wei Han, Aswini Leela, Sadequr Rahman, Qasim Ayub, Noor Hafizan binti Mat Salleh, Zaini bin Hussin, Maizun binti Mohd Zain, Abdul Haris bin Muhammad, Ahmad Sukari Bin Halim, Zakuan Zainy Deris, Kirnpal Kaur Banga Singh, Azian Harun, Lee Yeong Yeh, Chua Wei Lian, Nazmi Liana Binti Azmi, Chua Wei Chuan, Kamarul Imran Musa, Najib Majdi Bin Yaacob, Muhammad Nashrul Farhan Samsudin, Lee Lih Huey, Alexander Chong Shu Chien, Rosline Hassan"
