VirusName,AccID,OriginLab,SubmittingLab,Authors
hCoV-19/Malaysia/UNIMAS-HSIBUML126/2021,EPI_ISL_5052157,Hospital Sibu,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-HSIBUML133/2021,EPI_ISL_5052158,Hospital Sibu,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-HBTU139/2021,EPI_ISL_5052159,Hospital Bintulu,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tan Lee See; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-HBTU143/2021,EPI_ISL_5052160,Hospital Bintulu,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tan Lee See; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-HBTU153/2021,EPI_ISL_5052163,Hospital Bintulu,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tan Lee See; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-B4268/2021,EPI_ISL_5052164,Rejang Medical Centre,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-B3184/2021,EPI_ISL_5052165,Rejang Medical Centre,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-B3219/2021,EPI_ISL_5052166,Rejang Medical Centre,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-B3221/2021,EPI_ISL_5052167,Rejang Medical Centre,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-B3240/2021,EPI_ISL_5052168,Rejang Medical Centre,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-B3242/2021,EPI_ISL_5052169,Rejang Medical Centre,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-B3266/2021,EPI_ISL_5052170,Rejang Medical Centre,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-B3267/2021,EPI_ISL_5052171,Rejang Medical Centre,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-B4531/2021,EPI_ISL_5052172,Bintulu Medical Centre,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-B4872/2021,EPI_ISL_5052173,Borneo Medical Centre,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-B4917/2021,EPI_ISL_5052174,Borneo Medical Centre,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-B5002/2021,EPI_ISL_5052175,Borneo Medical Centre,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-B5037/2021,EPI_ISL_5052176,Borneo Medical Centre,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-GHML215/2021,EPI_ISL_5052177,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-HSIBUML190/2021,EPI_ISL_5052178,Hospital Sibu,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/UNIMAS-18068/2021,EPI_ISL_5052179,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-GHML334/2021,EPI_ISL_5052180,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-18042/2021,EPI_ISL_5052181,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-GHML284/2021,EPI_ISL_5052182,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-GHML279/2021,EPI_ISL_5052183,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-GHML282/2021,EPI_ISL_5052184,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-17998/2021,EPI_ISL_5052185,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-18006/2021,EPI_ISL_5052186,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-18027/2021,EPI_ISL_5052187,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-18029/2021,EPI_ISL_5052188,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-18046/2021,EPI_ISL_5052189,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-18099/2021,EPI_ISL_5052190,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-18106/2021,EPI_ISL_5052191,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-18117/2021,EPI_ISL_5052192,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-18121/2021,EPI_ISL_5052193,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-18123/2021,EPI_ISL_5052194,Sarawak General Hospital,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan; Wong Kiing Aik
hCoV-19/Malaysia/UNIMAS-B5141/2021,EPI_ISL_5052195,Rejang Medical Centre,UNIMAS,Chan Chia Jui; Chua Hock Hin; David Perera; Ooi Mong How; Tonnii Sia Loong Loong; Wong Jyn Shan
hCoV-19/Malaysia/C19UMB379/2021,EPI_ISL_5058534,Hospital Tuanku Ampuan Najihah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB373/2021,EPI_ISL_5058535,Pejabat Kesihatan Daerah Tampin,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB377/2021,EPI_ISL_5058536,Hospital Tuanku Ja'afar,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB372/2021,EPI_ISL_5058537,Pejabat Kesihatan Daerah Tampin,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB366/2021,EPI_ISL_5058538,Pejabat Kesihatan Daerah Melaka Tengah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB368/2021,EPI_ISL_5058539,Pejabat Kesihatan Daerah Melaka Tengah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB363/2021,EPI_ISL_5058540,Hospital Melaka,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB369/2021,EPI_ISL_5058541,Pejabat Kesihatan Daerah Melaka Tengah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB387/2021,EPI_ISL_5058542,Pejabat Kesihatan Daerah Alor Gajah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB361/2021,EPI_ISL_5058543,Hospital Melaka,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB362/2021,EPI_ISL_5058544,Hospital Melaka,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB351/2021,EPI_ISL_5058545,Hospital Enche' Besar Hajjah Khalsom,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB354/2021,EPI_ISL_5058546,Hospital Sultanah Nora Ismail,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB352/2021,EPI_ISL_5058547,Hospital Pakar Sultanah Fatimah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB353/2021,EPI_ISL_5058548,UKA,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB355/2021,EPI_ISL_5058551,Hospital Enche' Besar Hajjah Khalsom,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB350/2021,EPI_ISL_5058552,Hospital Pakar Sultanah Fatimah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB359/2021,EPI_ISL_5058553,Hospital Enche' Besar Hajjah Khalsom,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB360/2021,EPI_ISL_5058554,Hospital Enche' Besar Hajjah Khalsom,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/IMR_CV02758/2021,EPI_ISL_5095024,Hospital Lahat Datu,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02783/2021,EPI_ISL_5095026,Hospital Miri,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02784/2021,EPI_ISL_5095030,Hospital Miri,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02800/2021,EPI_ISL_5095032,Pejabat Kesihatan Lembah Pantai,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02807/2021,EPI_ISL_5095121,Hospital Queen Elizabeth,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02809/2021,EPI_ISL_5095133,Hospital Queen Elizabeth,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02816/2021,EPI_ISL_5095415,Hospital Duchess of Kent,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02817/2021,EPI_ISL_5095533,Hospital Duchess of Kent,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02823/2021,EPI_ISL_5095553,Institut Perubatan Forensik Kebangsaan,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02825/2021,EPI_ISL_5096030,Hospital Kuala Lumpur,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02829/2021,EPI_ISL_5113788,Pejabat Kesihatan Daerah Kota Marudu,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02830/2021,EPI_ISL_5113792,Pejabat Kesihatan Daerah Kota Marudu,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02831/2021,EPI_ISL_5113794,Pejabat Kesihatan Daerah Papar,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02836/2021,EPI_ISL_5113798,Pejabat Kesihatan Daerah Pitas,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02837/2021,EPI_ISL_5113800,Pejabat Kesihatan Daerah Ranau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02839/2021,EPI_ISL_5113895,Pejabat Kesihatan Daerah Pitas,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02006/2021,EPI_ISL_5113899,Hospital Ampang,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02011/2021,EPI_ISL_5113904,Hospital Pakar Sultanah Fatimah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02019/2021,EPI_ISL_5113907,Hospital Kuala Lumpur,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02077/2021,EPI_ISL_5114040,Pejabat Kesihatan Daerah Tampin,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02079/2021,EPI_ISL_5114263,Pejabat Kesihatan Daerah Tampin,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02080/2021,EPI_ISL_5114265,Pejabat Kesihatan Daerah Tampin,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02120/2021,EPI_ISL_5114270,Jabatan Kesihatan Negeri Pahang,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02121/2021,EPI_ISL_5114274,Pejabat Kesihatan Daerah Melaka Tengah,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02170/2021,EPI_ISL_5114279,Pejabat Kesihatan Daerah Tampin,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02172/2021,EPI_ISL_5114309,Hospital Lam Wah Ee,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02196/2021,EPI_ISL_5114311,Klinik Kesihatan Tawau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV02198/2021,EPI_ISL_5114316,Klinik Kesihatan Tawau,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV01506/2021,EPI_ISL_5114317,Hospital Tengku Ampuan Afzan,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV01507/2021,EPI_ISL_5114619,Hospital Tengku Ampuan Afzan,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV01560/2021,EPI_ISL_5114684,MKA Johor Bahru,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV01561/2021,EPI_ISL_5114688,MKA Johor Bahru,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV01573/2021,EPI_ISL_5114742,MKA Johor Bahru,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV01577/2021,EPI_ISL_5114746,MKA Johor Bahru,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV01587/2021,EPI_ISL_5114747,MKA Johor Bahru,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV01597/2021,EPI_ISL_5114752,MKA Johor Bahru,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/IMR_CV01598/2021,EPI_ISL_5114756,MKA Johor Bahru,IMR,"Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Ahmad Fazilah NA, Ahmad FA, Norhisham SN, Thayan R"
hCoV-19/Malaysia/C19UMB20/2021,EPI_ISL_5159355,Pejabat Kesihatan Daerah Kota Tinggi,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB21/2021,EPI_ISL_5159356,Pejabat Kesihatan Daerah Kota Tinggi,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB33/2021,EPI_ISL_5159357,Pejabat Kesihatan Daerah Melaka Tengah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB78/2021,EPI_ISL_5159358,Pejabat Kesihatan Daerah Melaka Tengah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB94/2021,EPI_ISL_5159359,Hospital Pakar Sultanah Fatimah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB102/2021,EPI_ISL_5159360,Pejabat Kesihatan Daerah Melaka Tengah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB105/2021,EPI_ISL_5159361,Pejabat Kesihatan Daerah Melaka Tengah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB166/2021,EPI_ISL_5159362,Hospital Tuanku Ja'afar ,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB231/2021,EPI_ISL_5159363,Hospital Canselor Tuanku Muhriz UKM,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB257/2021,EPI_ISL_5159364,Pejabat Kesihatan Daerah Alor Gajah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB258/2021,EPI_ISL_5159365,Pejabat Kesihatan Daerah Alor Gajah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB260/2021,EPI_ISL_5159366,Pejabat Kesihatan Daerah Alor Gajah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB279/2021,EPI_ISL_5159367,Hospital Sultanah Nora Ismail,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB283/2021,EPI_ISL_5159368,Hospital Sultanah Nora Ismail,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB378/2021,EPI_ISL_5159369,Hospital Tuanku Ja'afar ,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB382/2021,EPI_ISL_5159370,Pejabat Kesihatan Daerah Alor Gajah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB384/2021,EPI_ISL_5159371,Pejabat Kesihatan Daerah Alor Gajah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/C19UMB388/2021,EPI_ISL_5159372,Pejabat Kesihatan Daerah Alor Gajah,UMBI-UKM,Mira Farzana binti Mohamad Mokhtar
hCoV-19/Malaysia/COV0167/2021,EPI_ISL_5261871,Jabatan Kesihatan Negeri Pahang,iPROMISE-UiTM,"Mohd Zaki Salleh, Teh Lay Kek, Ariza Adnan, Sazzli Shahlan Kassim, Fadzilah Mohd Nor, Wang Seok Mui, Siti Hamimah Sheikh Abdul Kadir, Mohd Nur Fakhruzzaman Noorizhab, Siti Farah Alwani Mohd Nawi, Lim Wai Feng, Mohd Asif Mohd Sukri"
hCoV-19/Malaysia/COV0170/2021,EPI_ISL_5261872,Jabatan Kesihatan Negeri Pahang,iPROMISE-UiTM,"Mohd Zaki Salleh, Teh Lay Kek, Ariza Adnan, Sazzli Shahlan Kassim, Fadzilah Mohd Nor, Wang Seok Mui, Siti Hamimah Sheikh Abdul Kadir, Mohd Nur Fakhruzzaman Noorizhab, Siti Farah Alwani Mohd Nawi, Lim Wai Feng, Mohd Asif Mohd Sukri"
hCoV-19/Malaysia/COV0179/2021,EPI_ISL_5261873,Pejabat Kesihatan Daerah Seberang Perai Tengah,iPROMISE-UiTM,"Mohd Zaki Salleh, Teh Lay Kek, Ariza Adnan, Sazzli Shahlan Kassim, Fadzilah Mohd Nor, Wang Seok Mui, Siti Hamimah Sheikh Abdul Kadir, Mohd Nur Fakhruzzaman Noorizhab, Siti Farah Alwani Mohd Nawi, Lim Wai Feng, Mohd Asif Mohd Sukri"
hCoV-19/Malaysia/COV0182/2021,EPI_ISL_5261874,Pejabat Kesihatan Daerah Seberang Perai Tengah,iPROMISE-UiTM,"Mohd Zaki Salleh, Teh Lay Kek, Ariza Adnan, Sazzli Shahlan Kassim, Fadzilah Mohd Nor, Wang Seok Mui, Siti Hamimah Sheikh Abdul Kadir, Mohd Nur Fakhruzzaman Noorizhab, Siti Farah Alwani Mohd Nawi, Lim Wai Feng, Mohd Asif Mohd Sukri"
