"AccID","SubmittingLab"
"EPI_ISL_12911819","IMR"
"EPI_ISL_12911820","IMR"
"EPI_ISL_12911821","IMR"
"EPI_ISL_12911822","IMR"
"EPI_ISL_12911823","IMR"
"EPI_ISL_12911824","IMR"
"EPI_ISL_12911825","IMR"
"EPI_ISL_12911826","IMR"
"EPI_ISL_12911827","IMR"
"EPI_ISL_12911828","IMR"
"EPI_ISL_12911829","IMR"
"EPI_ISL_12911830","IMR"
"EPI_ISL_12911831","IMR"
"EPI_ISL_12911832","IMR"
"EPI_ISL_12911833","IMR"
"EPI_ISL_12911834","IMR"
"EPI_ISL_12911835","IMR"
"EPI_ISL_12911836","IMR"
"EPI_ISL_12911837","IMR"
"EPI_ISL_12911838","IMR"
"EPI_ISL_12911839","IMR"
"EPI_ISL_12911840","IMR"
"EPI_ISL_12911841","IMR"
"EPI_ISL_12911842","IMR"
"EPI_ISL_12911843","IMR"
"EPI_ISL_12911844","IMR"
"EPI_ISL_12911845","IMR"
"EPI_ISL_12911846","IMR"
"EPI_ISL_12911847","IMR"
"EPI_ISL_12911848","IMR"
"EPI_ISL_12911849","IMR"
"EPI_ISL_12911850","IMR"
"EPI_ISL_12911851","IMR"
"EPI_ISL_12911852","IMR"
"EPI_ISL_12911853","IMR"
"EPI_ISL_12911854","IMR"
"EPI_ISL_12911855","IMR"
"EPI_ISL_12911856","IMR"
"EPI_ISL_12911857","IMR"
"EPI_ISL_12911858","IMR"
"EPI_ISL_12911859","IMR"
"EPI_ISL_12911860","IMR"
"EPI_ISL_12911861","IMR"
"EPI_ISL_12911862","IMR"
"EPI_ISL_12911863","IMR"
"EPI_ISL_12911864","IMR"
"EPI_ISL_12911865","IMR"
"EPI_ISL_12911866","IMR"
"EPI_ISL_12911867","IMR"
"EPI_ISL_12911868","IMR"
"EPI_ISL_12911869","IMR"
"EPI_ISL_12911870","IMR"
"EPI_ISL_12911871","IMR"
"EPI_ISL_12911872","IMR"
"EPI_ISL_12911873","IMR"
"EPI_ISL_12911874","IMR"
"EPI_ISL_12911875","IMR"
"EPI_ISL_12911876","IMR"
"EPI_ISL_12911877","IMR"
"EPI_ISL_12911878","IMR"
"EPI_ISL_12911879","IMR"
"EPI_ISL_12911880","IMR"
"EPI_ISL_12911881","IMR"
"EPI_ISL_12911882","IMR"
"EPI_ISL_12911883","IMR"
"EPI_ISL_12911884","IMR"
"EPI_ISL_12911885","IMR"
"EPI_ISL_12911886","IMR"
"EPI_ISL_12911887","IMR"
"EPI_ISL_12911888","IMR"
"EPI_ISL_12911889","IMR"
"EPI_ISL_12918939","IMR"
"EPI_ISL_12918940","IMR"
"EPI_ISL_12918941","IMR"
"EPI_ISL_12918942","IMR"
"EPI_ISL_12918943","IMR"
"EPI_ISL_12918944","IMR"
"EPI_ISL_12918945","IMR"
"EPI_ISL_12918946","IMR"
"EPI_ISL_12918947","IMR"
"EPI_ISL_12918948","IMR"
"EPI_ISL_12918949","IMR"
"EPI_ISL_12918950","IMR"
"EPI_ISL_12918951","IMR"
"EPI_ISL_12918952","IMR"
"EPI_ISL_12918953","IMR"
"EPI_ISL_12918954","IMR"
"EPI_ISL_12918955","IMR"
"EPI_ISL_12918956","IMR"
"EPI_ISL_12918957","IMR"
"EPI_ISL_12918958","IMR"
"EPI_ISL_12918959","IMR"
"EPI_ISL_12918960","IMR"
"EPI_ISL_12918961","IMR"
"EPI_ISL_12918962","IMR"
"EPI_ISL_12918963","IMR"
"EPI_ISL_12918964","IMR"
"EPI_ISL_12918965","IMR"
"EPI_ISL_12918966","IMR"
"EPI_ISL_12918967","IMR"
"EPI_ISL_12918968","IMR"
"EPI_ISL_12918969","IMR"
"EPI_ISL_12918970","IMR"
"EPI_ISL_12918971","IMR"
"EPI_ISL_12918972","IMR"
"EPI_ISL_12918973","IMR"
"EPI_ISL_12918974","IMR"
"EPI_ISL_12918975","IMR"
"EPI_ISL_12918976","IMR"
"EPI_ISL_12918977","IMR"
"EPI_ISL_12918978","IMR"
"EPI_ISL_12918979","IMR"
"EPI_ISL_12918980","IMR"
"EPI_ISL_12918981","IMR"
"EPI_ISL_12918982","IMR"
"EPI_ISL_12918983","IMR"
"EPI_ISL_12918984","IMR"
"EPI_ISL_12918985","IMR"
"EPI_ISL_12918986","IMR"
"EPI_ISL_12918987","IMR"
"EPI_ISL_12918988","IMR"
"EPI_ISL_12918989","IMR"
"EPI_ISL_12918990","IMR"
"EPI_ISL_12918991","IMR"
"EPI_ISL_12918992","IMR"
"EPI_ISL_12918993","IMR"
"EPI_ISL_12918994","IMR"
"EPI_ISL_12918995","IMR"
"EPI_ISL_12918996","IMR"
"EPI_ISL_12918997","IMR"
"EPI_ISL_12918998","IMR"
"EPI_ISL_12918999","IMR"
"EPI_ISL_12919000","IMR"
"EPI_ISL_12919001","IMR"
"EPI_ISL_12919002","IMR"
"EPI_ISL_12919003","IMR"
"EPI_ISL_12919004","IMR"
"EPI_ISL_12919005","IMR"
"EPI_ISL_12919006","IMR"
"EPI_ISL_12919007","IMR"
"EPI_ISL_12919008","IMR"
"EPI_ISL_12919009","IMR"
"EPI_ISL_12919010","IMR"
"EPI_ISL_12919011","IMR"
"EPI_ISL_12919012","IMR"
"EPI_ISL_12919013","IMR"
"EPI_ISL_12919014","IMR"
"EPI_ISL_12919015","IMR"
"EPI_ISL_12919016","IMR"
"EPI_ISL_12919017","IMR"
"EPI_ISL_12919018","IMR"
"EPI_ISL_12919019","IMR"
"EPI_ISL_12919020","IMR"
"EPI_ISL_12919021","IMR"
"EPI_ISL_12919022","IMR"
"EPI_ISL_12919023","IMR"
"EPI_ISL_12919024","IMR"
"EPI_ISL_12919025","IMR"
"EPI_ISL_12919026","IMR"
"EPI_ISL_12919027","IMR"
"EPI_ISL_12919028","IMR"
"EPI_ISL_12919029","IMR"
"EPI_ISL_12919030","IMR"
"EPI_ISL_12919031","IMR"
"EPI_ISL_12919032","IMR"
"EPI_ISL_12919033","IMR"
"EPI_ISL_12919034","IMR"
"EPI_ISL_12919035","IMR"
"EPI_ISL_12919036","IMR"
"EPI_ISL_12919037","IMR"
"EPI_ISL_12919038","IMR"
"EPI_ISL_12919039","IMR"
"EPI_ISL_12919040","IMR"
"EPI_ISL_12919041","IMR"
"EPI_ISL_12919042","IMR"
"EPI_ISL_12919043","IMR"
"EPI_ISL_12919044","IMR"
"EPI_ISL_12919045","IMR"
"EPI_ISL_12919046","IMR"
"EPI_ISL_12919047","IMR"
"EPI_ISL_12919048","IMR"
"EPI_ISL_12919049","IMR"
"EPI_ISL_12919050","IMR"
"EPI_ISL_12919051","IMR"
"EPI_ISL_12919052","IMR"
"EPI_ISL_12919053","IMR"
"EPI_ISL_12919054","IMR"
"EPI_ISL_12919055","IMR"
"EPI_ISL_12919056","IMR"
"EPI_ISL_12919057","IMR"
"EPI_ISL_12919058","IMR"
"EPI_ISL_12919059","IMR"
"EPI_ISL_12919060","IMR"
"EPI_ISL_12919061","IMR"
"EPI_ISL_12919062","IMR"
"EPI_ISL_12919063","IMR"
"EPI_ISL_12919064","IMR"
"EPI_ISL_12919065","IMR"
"EPI_ISL_12919066","IMR"
"EPI_ISL_12919067","IMR"
"EPI_ISL_12919068","IMR"
"EPI_ISL_12919069","IMR"
"EPI_ISL_12919070","IMR"
"EPI_ISL_12919071","IMR"
"EPI_ISL_12919072","IMR"
"EPI_ISL_12919073","IMR"
"EPI_ISL_12919074","IMR"
"EPI_ISL_12919075","IMR"
"EPI_ISL_12919076","IMR"
"EPI_ISL_12919077","IMR"
"EPI_ISL_12919078","IMR"
"EPI_ISL_12919079","IMR"
"EPI_ISL_12919080","IMR"
"EPI_ISL_12919081","IMR"
"EPI_ISL_12919082","IMR"
"EPI_ISL_12919083","IMR"
"EPI_ISL_12919084","IMR"
"EPI_ISL_12919085","IMR"
"EPI_ISL_12919086","IMR"
"EPI_ISL_12919087","IMR"
"EPI_ISL_12919088","IMR"
"EPI_ISL_12919089","IMR"
"EPI_ISL_12919090","IMR"
"EPI_ISL_12919091","IMR"
"EPI_ISL_12919092","IMR"
"EPI_ISL_12919093","IMR"
"EPI_ISL_12919094","IMR"
"EPI_ISL_12919095","IMR"
"EPI_ISL_12919096","IMR"
"EPI_ISL_12919097","IMR"
"EPI_ISL_12919098","IMR"
"EPI_ISL_12919099","IMR"
"EPI_ISL_12919100","IMR"
"EPI_ISL_12919101","IMR"
"EPI_ISL_12919102","IMR"
"EPI_ISL_12919103","IMR"
"EPI_ISL_12919104","IMR"
"EPI_ISL_12919105","IMR"
"EPI_ISL_12919106","IMR"
"EPI_ISL_12919107","IMR"
"EPI_ISL_12919108","IMR"
"EPI_ISL_12919109","IMR"
"EPI_ISL_12919110","IMR"
"EPI_ISL_12919111","IMR"
"EPI_ISL_12919112","IMR"
"EPI_ISL_12919113","IMR"
"EPI_ISL_12919114","IMR"
"EPI_ISL_12919115","IMR"
"EPI_ISL_12919116","IMR"
"EPI_ISL_12919117","IMR"
"EPI_ISL_12919118","IMR"
"EPI_ISL_12919252","IMR"
"EPI_ISL_12919253","IMR"
"EPI_ISL_12919254","IMR"
"EPI_ISL_12919255","IMR"
"EPI_ISL_12919256","IMR"
"EPI_ISL_12919257","IMR"
"EPI_ISL_12919258","IMR"
"EPI_ISL_12942470","IMR"
"EPI_ISL_12942471","IMR"
"EPI_ISL_12942472","IMR"
"EPI_ISL_12942473","IMR"
"EPI_ISL_12942474","IMR"
"EPI_ISL_12942475","IMR"
"EPI_ISL_12942476","IMR"
"EPI_ISL_12942477","IMR"
"EPI_ISL_12942478","IMR"
"EPI_ISL_12942479","IMR"
"EPI_ISL_12942480","IMR"
"EPI_ISL_12942481","IMR"
"EPI_ISL_12942482","IMR"
"EPI_ISL_12942483","IMR"
"EPI_ISL_12942484","IMR"
"EPI_ISL_12942485","IMR"
"EPI_ISL_12942486","IMR"
"EPI_ISL_12942487","IMR"
"EPI_ISL_12942488","IMR"
"EPI_ISL_12942489","IMR"
"EPI_ISL_12942490","IMR"
"EPI_ISL_12942491","IMR"
"EPI_ISL_12942492","IMR"
"EPI_ISL_12942493","IMR"
"EPI_ISL_12942494","IMR"
"EPI_ISL_12942495","IMR"
"EPI_ISL_12942496","IMR"
"EPI_ISL_12942497","IMR"
"EPI_ISL_12942498","IMR"
"EPI_ISL_12942499","IMR"
"EPI_ISL_12942500","IMR"
"EPI_ISL_12942501","IMR"
"EPI_ISL_12942502","IMR"
"EPI_ISL_12942503","IMR"
"EPI_ISL_12942504","IMR"
"EPI_ISL_12942505","IMR"
"EPI_ISL_12942506","IMR"
"EPI_ISL_12942507","IMR"
"EPI_ISL_12942508","IMR"
"EPI_ISL_12942509","IMR"
"EPI_ISL_12942510","IMR"
"EPI_ISL_12942511","IMR"
"EPI_ISL_12942512","IMR"
"EPI_ISL_12942513","IMR"
"EPI_ISL_12942514","IMR"
"EPI_ISL_12942515","IMR"
"EPI_ISL_12942516","IMR"
"EPI_ISL_12942517","IMR"
"EPI_ISL_12942518","IMR"
"EPI_ISL_12942519","IMR"
"EPI_ISL_12942520","IMR"
"EPI_ISL_12942521","IMR"
"EPI_ISL_12942522","IMR"
"EPI_ISL_12942523","IMR"
"EPI_ISL_12942524","IMR"
"EPI_ISL_12942525","IMR"
"EPI_ISL_12942526","IMR"
"EPI_ISL_12942527","IMR"
"EPI_ISL_12942528","IMR"
"EPI_ISL_12942529","IMR"
"EPI_ISL_12942530","IMR"
"EPI_ISL_12942531","IMR"
"EPI_ISL_12942532","IMR"
"EPI_ISL_12942533","IMR"
"EPI_ISL_12942534","IMR"
"EPI_ISL_12942535","IMR"
"EPI_ISL_12942536","IMR"
"EPI_ISL_12942537","IMR"
"EPI_ISL_12942538","IMR"
"EPI_ISL_12942539","IMR"
"EPI_ISL_12942540","IMR"
"EPI_ISL_12942541","IMR"
"EPI_ISL_12942542","IMR"
"EPI_ISL_12942543","IMR"
"EPI_ISL_12942544","IMR"
"EPI_ISL_12942545","IMR"
"EPI_ISL_12942546","IMR"
"EPI_ISL_12942547","IMR"
"EPI_ISL_12942548","IMR"
"EPI_ISL_12942549","IMR"
"EPI_ISL_12942550","IMR"
"EPI_ISL_12942551","IMR"
"EPI_ISL_12942552","IMR"
"EPI_ISL_12942553","IMR"
"EPI_ISL_12942554","IMR"
"EPI_ISL_12942555","IMR"
"EPI_ISL_12942556","IMR"
"EPI_ISL_12942557","IMR"
"EPI_ISL_12942558","IMR"
"EPI_ISL_12942559","IMR"
"EPI_ISL_12942560","IMR"
"EPI_ISL_12942562","IMR"
"EPI_ISL_12942563","IMR"
"EPI_ISL_12942564","IMR"
"EPI_ISL_12942565","IMR"
"EPI_ISL_12942566","IMR"
"EPI_ISL_12942567","IMR"
"EPI_ISL_12942568","IMR"
"EPI_ISL_12942569","IMR"
"EPI_ISL_12942570","IMR"
"EPI_ISL_12942571","IMR"
"EPI_ISL_12942572","IMR"
"EPI_ISL_12942573","IMR"
"EPI_ISL_12942574","IMR"
"EPI_ISL_12942575","IMR"
"EPI_ISL_12942576","IMR"
"EPI_ISL_12942577","IMR"
"EPI_ISL_12942578","IMR"
"EPI_ISL_12942579","IMR"
"EPI_ISL_12942580","IMR"
"EPI_ISL_12942581","IMR"
"EPI_ISL_12942582","IMR"
"EPI_ISL_12942583","IMR"
"EPI_ISL_12942584","IMR"
"EPI_ISL_12942585","IMR"
"EPI_ISL_12942586","IMR"
"EPI_ISL_12942587","IMR"
"EPI_ISL_12942588","IMR"
"EPI_ISL_12942589","IMR"
"EPI_ISL_12942590","IMR"
"EPI_ISL_12942591","IMR"
"EPI_ISL_12942592","IMR"
"EPI_ISL_12942593","IMR"
"EPI_ISL_12942594","IMR"
"EPI_ISL_12942595","IMR"
"EPI_ISL_12942596","IMR"
"EPI_ISL_12942597","IMR"
"EPI_ISL_12942598","IMR"
"EPI_ISL_12942599","IMR"
"EPI_ISL_12942600","IMR"
"EPI_ISL_12942601","IMR"
"EPI_ISL_12942602","IMR"
"EPI_ISL_12942603","IMR"
"EPI_ISL_12942604","IMR"
"EPI_ISL_12942605","IMR"
"EPI_ISL_12942606","IMR"
"EPI_ISL_12942607","IMR"
"EPI_ISL_12942608","IMR"
"EPI_ISL_12942609","IMR"
"EPI_ISL_12942610","IMR"
"EPI_ISL_12942611","IMR"
"EPI_ISL_12942612","IMR"
"EPI_ISL_12942613","IMR"
"EPI_ISL_12942614","IMR"
"EPI_ISL_12942615","IMR"
"EPI_ISL_12942616","IMR"
"EPI_ISL_12942617","IMR"
"EPI_ISL_12942618","IMR"
"EPI_ISL_12942619","IMR"
"EPI_ISL_12942620","IMR"
"EPI_ISL_12942621","IMR"
"EPI_ISL_12942622","IMR"
"EPI_ISL_12942623","IMR"
"EPI_ISL_12942624","IMR"
"EPI_ISL_12942625","IMR"
"EPI_ISL_12942626","IMR"
"EPI_ISL_12942627","IMR"
"EPI_ISL_12942628","IMR"
"EPI_ISL_12942629","IMR"
"EPI_ISL_12942630","IMR"
"EPI_ISL_12942631","IMR"
"EPI_ISL_12942632","IMR"
"EPI_ISL_12942633","IMR"
"EPI_ISL_12942634","IMR"
"EPI_ISL_12942635","IMR"
"EPI_ISL_12942636","IMR"
"EPI_ISL_12942637","IMR"
"EPI_ISL_12942638","IMR"
"EPI_ISL_12942639","IMR"
"EPI_ISL_12942640","IMR"
"EPI_ISL_12942642","IMR"
"EPI_ISL_12942643","IMR"
"EPI_ISL_12942644","IMR"
"EPI_ISL_12942645","IMR"
"EPI_ISL_12942646","IMR"
"EPI_ISL_12942647","IMR"
"EPI_ISL_12942648","IMR"
"EPI_ISL_12942649","IMR"
"EPI_ISL_12942650","IMR"
"EPI_ISL_12942651","IMR"
"EPI_ISL_12942652","IMR"
"EPI_ISL_12942653","IMR"
"EPI_ISL_12942654","IMR"
"EPI_ISL_12942655","IMR"
"EPI_ISL_12942656","IMR"
"EPI_ISL_12942657","IMR"
"EPI_ISL_12942658","IMR"
"EPI_ISL_12942659","IMR"
"EPI_ISL_12942660","IMR"
"EPI_ISL_12942661","IMR"
"EPI_ISL_12942662","IMR"
"EPI_ISL_12942663","IMR"
"EPI_ISL_12942664","IMR"
"EPI_ISL_12942665","IMR"
"EPI_ISL_12942666","IMR"
"EPI_ISL_12942667","IMR"
"EPI_ISL_12942668","IMR"
"EPI_ISL_12942669","IMR"
"EPI_ISL_12942670","IMR"
"EPI_ISL_12942671","IMR"
"EPI_ISL_12942672","IMR"
"EPI_ISL_12942673","IMR"
"EPI_ISL_12942674","IMR"
"EPI_ISL_12942675","IMR"
"EPI_ISL_12942676","IMR"
"EPI_ISL_12942677","IMR"
"EPI_ISL_12942678","IMR"
"EPI_ISL_12942679","IMR"
"EPI_ISL_12942680","IMR"
"EPI_ISL_12942681","IMR"
"EPI_ISL_12942682","IMR"
"EPI_ISL_12942683","IMR"
"EPI_ISL_12942684","IMR"
"EPI_ISL_12942686","IMR"
"EPI_ISL_12942687","IMR"
"EPI_ISL_12942688","IMR"
"EPI_ISL_12942689","IMR"
"EPI_ISL_12942690","IMR"
"EPI_ISL_12942691","IMR"
"EPI_ISL_12942692","IMR"
"EPI_ISL_12942693","IMR"
"EPI_ISL_12942694","IMR"
"EPI_ISL_12942695","IMR"
"EPI_ISL_12942696","IMR"
"EPI_ISL_12942697","IMR"
"EPI_ISL_12942698","IMR"
"EPI_ISL_12942699","IMR"
"EPI_ISL_12942700","IMR"
"EPI_ISL_12942701","IMR"
"EPI_ISL_12942702","IMR"
"EPI_ISL_12942703","IMR"
"EPI_ISL_12942704","IMR"
"EPI_ISL_12942705","IMR"
"EPI_ISL_12942706","IMR"
"EPI_ISL_12942707","IMR"
"EPI_ISL_12942708","IMR"
"EPI_ISL_12942709","IMR"
"EPI_ISL_12942710","IMR"
"EPI_ISL_12942711","IMR"
"EPI_ISL_12942712","IMR"
"EPI_ISL_12942713","IMR"
"EPI_ISL_12942714","IMR"
"EPI_ISL_12942715","IMR"
"EPI_ISL_12942716","IMR"
"EPI_ISL_12942717","IMR"
"EPI_ISL_12942718","IMR"
"EPI_ISL_12942719","IMR"
"EPI_ISL_12942720","IMR"
"EPI_ISL_12942721","IMR"
"EPI_ISL_12942722","IMR"
"EPI_ISL_12942723","IMR"
"EPI_ISL_12942724","IMR"
"EPI_ISL_12942725","IMR"
"EPI_ISL_12942726","IMR"
"EPI_ISL_12942727","IMR"
"EPI_ISL_12942728","IMR"
"EPI_ISL_12942729","IMR"
"EPI_ISL_12942730","IMR"
"EPI_ISL_12942731","IMR"
"EPI_ISL_12942732","IMR"
"EPI_ISL_12942733","IMR"
"EPI_ISL_12942734","IMR"
"EPI_ISL_12942735","IMR"
"EPI_ISL_12942736","IMR"
"EPI_ISL_12942737","IMR"
"EPI_ISL_12942738","IMR"
"EPI_ISL_12942739","IMR"
"EPI_ISL_12942740","IMR"
"EPI_ISL_12942741","IMR"
"EPI_ISL_12942742","IMR"
"EPI_ISL_12942743","IMR"
"EPI_ISL_12942744","IMR"
"EPI_ISL_12942745","IMR"
"EPI_ISL_12942746","IMR"
"EPI_ISL_12942747","IMR"
"EPI_ISL_12942748","IMR"
"EPI_ISL_12942749","IMR"
"EPI_ISL_12942750","IMR"
"EPI_ISL_12942751","IMR"
"EPI_ISL_12970789","IMR"
"EPI_ISL_12970790","IMR"
"EPI_ISL_12970791","IMR"
"EPI_ISL_12972566","IMR"
"EPI_ISL_12972567","IMR"
"EPI_ISL_12972568","IMR"
"EPI_ISL_12972569","IMR"
"EPI_ISL_12972570","IMR"
"EPI_ISL_12972571","IMR"
"EPI_ISL_12972572","IMR"
"EPI_ISL_12972573","IMR"
"EPI_ISL_12972574","IMR"
"EPI_ISL_12972575","IMR"
"EPI_ISL_12972576","IMR"
"EPI_ISL_12972577","IMR"
"EPI_ISL_12972578","IMR"
"EPI_ISL_12972579","IMR"
"EPI_ISL_12972580","IMR"
"EPI_ISL_12972581","IMR"
"EPI_ISL_12972582","IMR"
"EPI_ISL_12972583","IMR"
"EPI_ISL_12972584","IMR"
"EPI_ISL_12972585","IMR"
"EPI_ISL_12972586","IMR"
"EPI_ISL_12972587","IMR"
"EPI_ISL_12972588","IMR"
"EPI_ISL_12972589","IMR"
"EPI_ISL_12972590","IMR"
"EPI_ISL_12972591","IMR"
"EPI_ISL_12972592","IMR"
"EPI_ISL_12972593","IMR"
"EPI_ISL_12972594","IMR"
"EPI_ISL_12972595","IMR"
"EPI_ISL_12972596","IMR"
"EPI_ISL_12972597","IMR"
"EPI_ISL_12972598","IMR"
"EPI_ISL_12972599","IMR"
"EPI_ISL_12972600","IMR"
"EPI_ISL_12972601","IMR"
"EPI_ISL_12972602","IMR"
"EPI_ISL_12972603","IMR"
"EPI_ISL_12972604","IMR"
"EPI_ISL_12972605","IMR"
"EPI_ISL_12972606","IMR"
"EPI_ISL_12972607","IMR"
"EPI_ISL_12972608","IMR"
"EPI_ISL_12972609","IMR"
"EPI_ISL_12972610","IMR"
"EPI_ISL_12972611","IMR"
"EPI_ISL_12972612","IMR"
"EPI_ISL_12972613","IMR"
"EPI_ISL_12972614","IMR"
"EPI_ISL_12972615","IMR"
"EPI_ISL_12972616","IMR"
"EPI_ISL_12972617","IMR"
"EPI_ISL_12972618","IMR"
"EPI_ISL_12972619","IMR"
"EPI_ISL_12972620","IMR"
"EPI_ISL_12972621","IMR"
"EPI_ISL_12972622","IMR"
"EPI_ISL_12972623","IMR"
"EPI_ISL_12972624","IMR"
"EPI_ISL_12972625","IMR"
"EPI_ISL_12972626","IMR"
"EPI_ISL_12972627","IMR"
"EPI_ISL_12972628","IMR"
"EPI_ISL_12972629","IMR"
"EPI_ISL_12972630","IMR"
"EPI_ISL_12972631","IMR"
"EPI_ISL_12972632","IMR"
"EPI_ISL_12972633","IMR"
"EPI_ISL_12972634","IMR"
"EPI_ISL_12972635","IMR"
"EPI_ISL_12972636","IMR"
"EPI_ISL_12972637","IMR"
"EPI_ISL_12972638","IMR"
"EPI_ISL_12972639","IMR"
"EPI_ISL_12972640","IMR"
"EPI_ISL_12972641","IMR"
"EPI_ISL_12972642","IMR"
"EPI_ISL_12972643","IMR"
"EPI_ISL_12972644","IMR"
"EPI_ISL_12972645","IMR"
"EPI_ISL_12972646","IMR"
"EPI_ISL_12972647","IMR"
"EPI_ISL_12973047","IMR"
"EPI_ISL_12973048","IMR"
"EPI_ISL_12973049","IMR"
"EPI_ISL_12973050","IMR"
"EPI_ISL_12973051","IMR"
"EPI_ISL_12973052","IMR"
"EPI_ISL_12973053","IMR"
"EPI_ISL_12973054","IMR"
"EPI_ISL_12973055","IMR"
"EPI_ISL_12973056","IMR"
"EPI_ISL_12973057","IMR"
"EPI_ISL_12973058","IMR"
"EPI_ISL_12973059","IMR"
"EPI_ISL_12973060","IMR"
"EPI_ISL_12973061","IMR"
"EPI_ISL_12973062","IMR"
"EPI_ISL_12973063","IMR"
"EPI_ISL_12973064","IMR"
"EPI_ISL_12973065","IMR"
"EPI_ISL_12973066","IMR"
"EPI_ISL_12973067","IMR"
"EPI_ISL_12973068","IMR"
"EPI_ISL_12973069","IMR"
"EPI_ISL_12973070","IMR"
"EPI_ISL_12973071","IMR"
"EPI_ISL_12973072","IMR"
"EPI_ISL_12973073","IMR"
"EPI_ISL_12973074","IMR"
"EPI_ISL_12973075","IMR"
"EPI_ISL_12973076","IMR"
"EPI_ISL_12973077","IMR"
"EPI_ISL_12973078","IMR"
"EPI_ISL_12973079","IMR"
"EPI_ISL_12973080","IMR"
"EPI_ISL_12973081","IMR"
"EPI_ISL_12973082","IMR"
"EPI_ISL_12973083","IMR"
"EPI_ISL_12973084","IMR"
"EPI_ISL_12973085","IMR"
"EPI_ISL_12973086","IMR"
"EPI_ISL_12973087","IMR"
"EPI_ISL_12973088","IMR"
"EPI_ISL_12973089","IMR"
"EPI_ISL_12973090","IMR"
"EPI_ISL_12973091","IMR"
"EPI_ISL_12973092","IMR"
"EPI_ISL_12973093","IMR"
"EPI_ISL_12973094","IMR"
"EPI_ISL_12973095","IMR"
"EPI_ISL_12973096","IMR"
"EPI_ISL_12973097","IMR"
"EPI_ISL_12973098","IMR"
"EPI_ISL_12973099","IMR"
"EPI_ISL_12973100","IMR"
"EPI_ISL_12973101","IMR"
"EPI_ISL_12973102","IMR"
"EPI_ISL_12973103","IMR"
"EPI_ISL_12973104","IMR"
"EPI_ISL_12973105","IMR"
"EPI_ISL_12973106","IMR"
"EPI_ISL_12973107","IMR"
"EPI_ISL_12973108","IMR"
"EPI_ISL_12973109","IMR"
"EPI_ISL_12973110","IMR"
"EPI_ISL_12973111","IMR"
"EPI_ISL_12973112","IMR"
"EPI_ISL_12973113","IMR"
"EPI_ISL_12973114","IMR"
"EPI_ISL_12973115","IMR"
"EPI_ISL_12973116","IMR"
"EPI_ISL_12973117","IMR"
"EPI_ISL_12973118","IMR"
"EPI_ISL_12973119","IMR"
"EPI_ISL_12973120","IMR"
"EPI_ISL_12973121","IMR"
"EPI_ISL_12973122","IMR"
"EPI_ISL_12973123","IMR"
"EPI_ISL_12973124","IMR"
"EPI_ISL_12973125","IMR"
"EPI_ISL_12973126","IMR"
"EPI_ISL_12973127","IMR"
"EPI_ISL_12973128","IMR"
"EPI_ISL_12973129","IMR"
"EPI_ISL_12980331","MKA Kota Kinabalu"
"EPI_ISL_12980332","MKA Kota Kinabalu"
"EPI_ISL_12980333","MKA Kota Kinabalu"
"EPI_ISL_12980334","MKA Kota Kinabalu"
"EPI_ISL_12980335","MKA Kota Kinabalu"
"EPI_ISL_12980336","MKA Kota Kinabalu"
"EPI_ISL_12980337","MKA Kota Kinabalu"
"EPI_ISL_12980338","MKA Kota Kinabalu"
"EPI_ISL_12980339","MKA Kota Kinabalu"
"EPI_ISL_12980340","MKA Kota Kinabalu"
"EPI_ISL_12980341","MKA Kota Kinabalu"
"EPI_ISL_12980342","MKA Kota Kinabalu"
"EPI_ISL_12980343","MKA Kota Kinabalu"
"EPI_ISL_12980344","MKA Kota Kinabalu"
"EPI_ISL_12980345","MKA Kota Kinabalu"
"EPI_ISL_12980346","MKA Kota Kinabalu"
"EPI_ISL_12980347","MKA Kota Kinabalu"
"EPI_ISL_12980348","MKA Kota Kinabalu"
"EPI_ISL_12980349","MKA Kota Kinabalu"
"EPI_ISL_12980350","MKA Kota Kinabalu"
"EPI_ISL_12980351","MKA Kota Kinabalu"
"EPI_ISL_12980352","MKA Kota Kinabalu"
"EPI_ISL_12980353","MKA Kota Kinabalu"
"EPI_ISL_12980354","MKA Kota Kinabalu"
"EPI_ISL_12980355","MKA Kota Kinabalu"
"EPI_ISL_12980356","MKA Kota Kinabalu"
"EPI_ISL_12980357","MKA Kota Kinabalu"
"EPI_ISL_12980358","MKA Kota Kinabalu"
"EPI_ISL_12980359","MKA Kota Kinabalu"
"EPI_ISL_12980360","MKA Kota Kinabalu"
"EPI_ISL_12980361","MKA Kota Kinabalu"
"EPI_ISL_12980362","MKA Kota Kinabalu"
"EPI_ISL_12983178","IMR"
"EPI_ISL_12983179","IMR"
"EPI_ISL_12983180","IMR"
"EPI_ISL_12983181","IMR"
"EPI_ISL_12983182","IMR"
"EPI_ISL_12983183","IMR"
"EPI_ISL_12983184","IMR"
"EPI_ISL_12983185","IMR"
"EPI_ISL_12983186","IMR"
"EPI_ISL_12983187","IMR"
"EPI_ISL_12983188","IMR"
"EPI_ISL_12983189","IMR"
"EPI_ISL_12983190","IMR"
"EPI_ISL_12983191","IMR"
"EPI_ISL_12983192","IMR"
"EPI_ISL_12983193","IMR"
"EPI_ISL_12983194","IMR"
"EPI_ISL_12983195","IMR"
"EPI_ISL_12983196","IMR"
"EPI_ISL_12983197","IMR"
"EPI_ISL_12983198","IMR"
"EPI_ISL_12983199","IMR"
"EPI_ISL_12983200","IMR"
"EPI_ISL_12983201","IMR"
